times,ETC for EyesOpen,ETC for EyesClosed
0,0.6923076923076923,
1,0.6923076923076923,
2,0.6923076923076923,
3,0.6923076923076923,
4,0.6923076923076923,
5,0.6923076923076923,
6,0.6923076923076923,
7,0.6923076923076923,
8,0.6923076923076923,
9,0.6923076923076923,
10,0.6923076923076923,
11,0.6923076923076923,
12,0.6923076923076923,
13,0.6923076923076923,
14,0.5384615384615384,
15,0.5384615384615384,
16,0.5384615384615384,
17,0.5384615384615384,
18,0.6923076923076923,
19,0.6923076923076923,
20,0.5384615384615384,
21,0.6923076923076923,
22,0.5384615384615384,
23,0.5384615384615384,
24,0.6923076923076923,
25,0.5384615384615384,
26,0.5384615384615384,
27,0.5384615384615384,
28,0.6923076923076923,
29,0.5384615384615384,
30,0.5384615384615384,
31,0.6923076923076923,
32,0.5384615384615384,
33,0.5384615384615384,
34,0.5384615384615384,
35,0.5384615384615384,
36,0.5384615384615384,
37,0.5384615384615384,
38,0.5384615384615384,
39,0.5384615384615384,
40,0.5384615384615384,
41,0.5384615384615384,
42,0.5384615384615384,
43,0.5384615384615384,
44,0.5384615384615384,
45,0.5384615384615384,
46,0.5384615384615384,
47,0.5384615384615384,
48,0.5384615384615384,
49,0.5384615384615384,
50,0.5384615384615384,
51,0.5384615384615384,
52,0.5384615384615384,
53,0.5384615384615384,
54,0.5384615384615384,
55,0.6923076923076923,
56,0.6923076923076923,
57,0.5384615384615384,
58,0.5384615384615384,
59,0.5384615384615384,
60,0.5384615384615384,
61,0.5384615384615384,
62,0.5384615384615384,
63,0.5384615384615384,
64,0.5384615384615384,
65,0.5384615384615384,
66,0.5384615384615384,
67,0.5384615384615384,
68,0.5384615384615384,
69,0.6923076923076923,
70,0.6153846153846154,
71,0.5384615384615384,
72,0.5384615384615384,
73,0.5384615384615384,
74,0.5384615384615384,
75,0.5384615384615384,
76,0.5384615384615384,
77,0.5384615384615384,
78,0.5384615384615384,
79,0.5384615384615384,
80,0.5384615384615384,
81,0.5384615384615384,
82,0.5384615384615384,
83,0.5384615384615384,
84,0.5384615384615384,
85,0.5384615384615384,
86,0.6923076923076923,
87,0.5384615384615384,
88,0.5384615384615384,
89,0.5384615384615384,
90,0.5384615384615384,
91,0.5384615384615384,
92,0.5384615384615384,
93,0.5384615384615384,
94,0.5384615384615384,
95,0.5384615384615384,
96,0.5384615384615384,
97,0.5384615384615384,
98,0.5384615384615384,
99,0.5384615384615384,
100,0.5384615384615384,
101,0.5384615384615384,
102,0.6923076923076923,
103,0.5384615384615384,
104,0.5384615384615384,
105,0.5384615384615384,
106,0.5384615384615384,
107,0.5384615384615384,
108,0.5384615384615384,
109,0.5384615384615384,
110,0.5384615384615384,
111,0.5384615384615384,
112,0.5384615384615384,
113,0.5384615384615384,
114,0.5384615384615384,
115,0.5384615384615384,
116,0.5384615384615384,
117,0.5384615384615384,
118,0.5384615384615384,
119,0.5384615384615384,
120,0.5384615384615384,
121,0.5384615384615384,
122,0.5384615384615384,
123,0.5384615384615384,
124,0.5384615384615384,
125,0.5384615384615384,
126,0.5384615384615384,
127,0.5384615384615384,
128,0.5384615384615384,
129,0.5384615384615384,
130,0.5384615384615384,
131,0.5384615384615384,
132,0.5384615384615384,
133,0.5384615384615384,
134,0.5384615384615384,
135,0.5384615384615384,
136,0.5384615384615384,
137,0.5384615384615384,
138,0.5384615384615384,
139,0.5384615384615384,
140,0.5384615384615384,
141,0.5384615384615384,
142,0.5384615384615384,
143,0.5384615384615384,
144,0.5384615384615384,
145,0.5384615384615384,
146,0.5384615384615384,
147,0.5384615384615384,
148,0.5384615384615384,
149,0.6923076923076923,
150,0.6923076923076923,
151,0.6923076923076923,
152,0.5384615384615384,
153,0.5384615384615384,
154,0.5384615384615384,
155,0.5384615384615384,
156,0.5384615384615384,
157,0.5384615384615384,
158,0.5384615384615384,
159,0.5384615384615384,
160,0.5384615384615384,
161,0.5384615384615384,
162,0.5384615384615384,
163,0.5384615384615384,
164,0.5384615384615384,
165,0.5384615384615384,
166,0.5384615384615384,
167,0.5384615384615384,
168,0.5384615384615384,
169,0.5384615384615384,
170,0.5384615384615384,
171,0.5384615384615384,
172,0.5384615384615384,
173,0.5384615384615384,
174,0.5384615384615384,
175,0.5384615384615384,
176,0.5384615384615384,
177,0.5384615384615384,
178,0.5384615384615384,
179,0.5384615384615384,
180,0.5384615384615384,
181,0.5384615384615384,
182,0.5384615384615384,
183,0.5384615384615384,
184,0.5384615384615384,
185,0.5384615384615384,
186,0.5384615384615384,
187,0.5384615384615384,
188,,0.5384615384615384
189,,0.5384615384615384
190,,0.5384615384615384
191,,0.5384615384615384
192,,0.5384615384615384
193,,0.5384615384615384
194,,0.5384615384615384
195,,0.5384615384615384
196,,0.5384615384615384
197,,0.5384615384615384
198,,0.5384615384615384
199,,0.5384615384615384
200,,0.5384615384615384
201,,0.5384615384615384
202,,0.5384615384615384
203,,0.5384615384615384
204,,0.5384615384615384
205,,0.5384615384615384
206,,0.5384615384615384
207,,0.5384615384615384
208,,0.5384615384615384
209,,0.5384615384615384
210,,0.5384615384615384
211,,0.5384615384615384
212,,0.5384615384615384
213,,0.5384615384615384
214,,0.5384615384615384
215,,0.6153846153846154
216,,0.5384615384615384
217,,0.5384615384615384
218,,0.5384615384615384
219,,0.6923076923076923
220,,0.6923076923076923
221,,0.6153846153846154
222,,0.6153846153846154
223,,0.6153846153846154
224,,0.6153846153846154
225,,0.6153846153846154
226,,0.7692307692307693
227,,0.5384615384615384
228,,0.6153846153846154
229,,0.6153846153846154
230,,0.6153846153846154
231,,0.6153846153846154
232,,0.6153846153846154
233,,0.6153846153846154
234,,0.5384615384615384
235,,0.5384615384615384
236,,0.5384615384615384
237,,0.7692307692307693
238,,0.7692307692307693
239,,0.5384615384615384
240,,0.5384615384615384
241,,0.5384615384615384
242,,0.7692307692307693
243,,0.5384615384615384
244,,0.5384615384615384
245,,0.7692307692307693
246,,0.7692307692307693
247,,0.5384615384615384
248,,0.5384615384615384
249,,0.7692307692307693
250,,0.7692307692307693
251,,0.5384615384615384
252,,0.5384615384615384
253,,0.7692307692307693
254,,0.7692307692307693
255,,0.5384615384615384
256,,0.5384615384615384
257,,0.7692307692307693
258,,0.7692307692307693
259,,0.7692307692307693
260,,0.5384615384615384
261,,0.5384615384615384
262,,0.5384615384615384
263,,0.7692307692307693
264,,0.7692307692307693
265,,0.7692307692307693
266,,0.5384615384615384
267,,0.7692307692307693
268,,0.7692307692307693
269,,0.7692307692307693
270,,0.7692307692307693
271,,0.7692307692307693
272,,0.7692307692307693
273,,0.7692307692307693
274,,0.7692307692307693
275,,0.7692307692307693
276,,0.7692307692307693
277,,0.7692307692307693
278,,0.7692307692307693
279,,0.7692307692307693
280,,0.7692307692307693
281,,0.7692307692307693
282,,0.7692307692307693
283,,0.7692307692307693
284,,0.6153846153846154
285,,0.6153846153846154
286,,0.6153846153846154
287,,0.6153846153846154
288,,0.6153846153846154
289,,0.6153846153846154
290,,0.5384615384615384
291,,0.6923076923076923
292,,0.6923076923076923
293,,0.6923076923076923
294,,0.5384615384615384
295,,0.6153846153846154
296,,0.6923076923076923
297,,0.6923076923076923
298,,0.6923076923076923
299,,0.6923076923076923
300,,0.6923076923076923
301,,0.6153846153846154
302,,0.6153846153846154
303,,0.6923076923076923
304,,0.6923076923076923
305,,0.6923076923076923
306,,0.6923076923076923
307,,0.6923076923076923
308,,0.6923076923076923
309,,0.6923076923076923
310,,0.6923076923076923
311,,0.6923076923076923
312,,0.6923076923076923
313,,0.6153846153846154
314,,0.6153846153846154
315,,0.6923076923076923
316,,0.6923076923076923
317,,0.6923076923076923
318,,0.6153846153846154
319,,0.6153846153846154
320,,0.6923076923076923
321,,0.6923076923076923
322,,0.6923076923076923
323,,0.6923076923076923
324,,0.6923076923076923
325,,0.6153846153846154
326,,0.6153846153846154
327,,0.6153846153846154
328,,0.6153846153846154
329,,0.6153846153846154
330,,0.6923076923076923
331,,0.6923076923076923
332,,0.6923076923076923
333,,0.6923076923076923
334,,0.6923076923076923
335,,0.6923076923076923
336,,0.6923076923076923
337,,0.6923076923076923
338,,0.6153846153846154
339,,0.6923076923076923
340,,0.6923076923076923
341,,0.6923076923076923
342,,0.6923076923076923
343,,0.6923076923076923
344,,0.6923076923076923
345,,0.6923076923076923
346,,0.6923076923076923
347,,0.6153846153846154
348,,0.6923076923076923
349,,0.6923076923076923
350,,0.6923076923076923
351,,0.6923076923076923
352,,0.6923076923076923
353,,0.6923076923076923
354,,0.6923076923076923
355,,0.6923076923076923
356,,0.6923076923076923
357,,0.6923076923076923
358,,0.6923076923076923
359,,0.6923076923076923
360,,0.6923076923076923
361,,0.6923076923076923
362,,0.6923076923076923
363,,0.6923076923076923
364,,0.6923076923076923
365,,0.6923076923076923
366,,0.6923076923076923
367,,0.6923076923076923
368,,0.6923076923076923
369,,0.6923076923076923
370,,0.6923076923076923
371,,0.6923076923076923
372,,0.6923076923076923
373,,0.6923076923076923
374,,0.6923076923076923
375,,0.6923076923076923
376,,0.6923076923076923
377,,0.6923076923076923
378,,0.6923076923076923
379,,0.6923076923076923
380,,0.6923076923076923
381,,0.6923076923076923
382,,0.6923076923076923
