volunteer,channel,ETC for EyesOpen,ETC for EyesClosed,Difference EO - EC
S001,Fc5.,0.025627669548911346,0.09417647671632462,-0.06854880716741327
S001,Fc3.,0.07052818001875195,0.09230128138347744,-0.02177310136472549
S001,Fc1.,0.07959162412751328,0.09688509219710387,-0.01729346806959059
S001,Fcz.,0.0884467131992916,0.09584331701218878,-0.007396603812897182
S001,Fc2.,0.08698822794041046,0.09594749453068029,-0.008959266590269827
S001,Fc4.,0.0874049380143765,0.09594749453068029,-0.008542556516303784
S001,Fc6.,0.092822168975935,0.09771851234503594,-0.004896343369100942
S001,C5..,0.03177414313991041,0.09980206271486614,-0.06802791957495573
S001,C3..,0.07657047609125951,0.09980206271486614,-0.023231586623606623
S001,C1..,0.08146681946036045,0.09521825190123971,-0.013751432440879258
S001,Cz..,0.0853213876445463,0.09480154182727367,-0.009480154182727366
S001,C2..,0.08490467757058028,0.09459318679029066,-0.009688509219710387
S001,C4..,0.08698822794041046,0.0916762162725284,-0.004687988332117934
S001,C6..,0.09386394416085009,0.1027190332326284,-0.008855089071778316
S001,Cp5.,0.05729763517033024,0.10157308052922179,-0.044275445358891545
S001,Cp3.,0.07886238149807272,0.09573913949369726,-0.016876757995624547
S001,Cp1.,0.07636212105427649,0.0962600270861548,-0.019897906031878312
S001,Cpz.,0.08011251171997083,0.09709344723408689,-0.016980935514116058
S001,Cp2.,0.08375872486717366,0.09542660693822273,-0.011667882071049074
S001,Cp4.,0.08573809771851235,0.08438378997812272,0.0013543077403896236
S001,Cp6.,0.07719554120220856,0.09532242941973122,-0.01812688821752266
S001,Fp1.,0.05917283050317741,0.07396603812897176,-0.01479320762579435
S001,Fpz.,0.05802687779977081,0.08136264194186894,-0.023335764142098134
S001,Fp2.,0.05021356391290759,0.07625794353578498,-0.026044379622877388
S001,Af7.,0.06292322116887175,0.07459110323992083,-0.011667882071049074
S001,Af3.,0.05813105531826232,0.07521616835086989,-0.01708511303260757
S001,Afz.,0.07063235753724346,0.08886342327325764,-0.01823106573601417
S001,Af4.,0.055526617355974583,0.07521616835086989,-0.019689550994895305
S001,Af8.,0.06292322116887175,0.07156995520366705,-0.008646734034795295
S001,F7..,0.02052297114282738,0.08448796749661423,-0.06396499635378686
S001,F5..,0.05302635691217835,0.0885508907177831,-0.035524533805604754
S001,F3..,0.07282008542556516,0.08459214501510574,-0.011772059589540584
S001,F1..,0.076466298572768,0.0929263464944265,-0.016460047921658505
S001,Fz..,0.08167517449734348,0.09428065423481613,-0.012605479737472655
S001,F2..,0.08105010938639441,0.09803104490051047,-0.016980935514116058
S001,F4..,0.08052922179393687,0.09469736430878216,-0.014168142514845286
S001,F6..,0.07532034586936139,0.08323783727471612,-0.007917491405354735
S001,F8..,0.04073340973018023,0.07167413272215856,-0.03094072299197833
S001,Ft7.,0.022710699031149077,0.09823939993749349,-0.07552870090634442
S001,Ft8.,0.04969267632045005,0.09407229919783311,-0.04437962287738306
S001,T7..,0.027711219918741536,0.10594853630586519,-0.07823731638712365
S001,T8..,0.103864985936035,0.12720075007813314,-0.023335764142098134
S001,T9..,0.021460568809250964,0.09917699760391707,-0.07771642879466611
S001,T10.,0.04990103135743307,0.1254297322637775,-0.07552870090634442
S001,Tp7.,0.02937806021460569,0.09813522241900198,-0.06875716220439629
S001,Tp8.,0.07282008542556516,0.0755287009063444,-0.0027086154807792473
S001,P7..,0.052401291801229294,0.10230232315866236,-0.04990103135743307
S001,P5..,0.06865298468590478,0.10094801541827274,-0.03229503073236796
S001,P3..,0.07896655901656423,0.09344723408688405,-0.014480675070319818
S001,P1..,0.07886238149807272,0.09698926971559538,-0.01812688821752266
S001,Pz..,0.07667465360975101,0.09657255964162934,-0.019897906031878326
S001,P2..,0.0755287009063444,0.09751015730805292,-0.02198145640170851
S001,P4..,0.07469528075841234,0.09751015730805292,-0.02281487654964058
S001,P6..,0.0807375768309199,0.09886446504844254,-0.018126888217522646
S001,P8..,0.08917595582873215,0.098343577455985,-0.009167621627252848
S001,Po7.,0.07573705594332743,0.09386394416085009,-0.01812688821752266
S001,Po3.,0.07615376601729347,0.09250963642046046,-0.016355870403166994
S001,Poz.,0.07729971872070007,0.09105115116157933,-0.013751432440879258
S001,Po4.,0.08730076049588499,0.08990519845817273,-0.0026044379622877367
S001,Po8.,0.0907386186061048,0.081987707052818,0.008750911553286791
S001,O1..,0.08167517449734348,0.0862589853109699,-0.004583810813626424
S001,Oz..,0.0786540264610897,0.08677987290342744,-0.008125846442337742
S001,O2..,0.08219606208980101,0.08823835816230857,-0.006042296072507558
S001,Iz..,0.0818835295343265,0.08834253568080008,-0.0064590061464735865
S002,Fc5.,0.11563704552557558,0.12938847796645483,-0.013751432440879258
S002,Fc3.,0.07344515053651422,0.11980414626523596,-0.046358995728721736
S002,Fc1.,0.05802687779977081,0.1180331284508803,-0.0600062506511095
S002,Fcz.,0.0742785706844463,0.10771955412022086,-0.03344098343577456
S002,Fc2.,0.04990103135743307,0.11532451297010106,-0.06542348161266799
S002,Fc4.,0.07938326909053027,0.10834461923116992,-0.02896135014063965
S002,Fc6.,0.0862589853109699,0.11636628815501615,-0.030107302844046252
S002,C5..,0.11407438274820293,0.13407646629857276,-0.020002083550369823
S002,C3..,0.08865506823627461,0.11594957808105011,-0.027294509844775494
S002,C1..,0.06865298468590478,0.08146681946036045,-0.012813834774455676
S002,Cz..,0.0874049380143765,0.0818835295343265,0.005521408480050005
S002,C2..,0.06813209709344724,0.08396707990415668,-0.01583498281070944
S002,C4..,0.08605063027398688,0.08938431086571517,-0.003333680591728297
S002,C6..,0.08782164808834253,0.09969788519637462,-0.011876237108032095
S002,Cp5.,0.1169913532659652,0.11688717574747369,0.00010417751849151058
S002,Cp3.,0.09792686738201896,0.1081362641941869,-0.01020939681216794
S002,Cp1.,0.12115845400562558,0.07698718616522554,0.04417126784040004
S002,Cpz.,0.10896968434211897,0.10355245338056047,0.005417230961558495
S002,Cp2.,0.11115741223044068,0.09032190853213877,0.020835503698301908
